9.169822247998771214e-02,3.207006166679233772e-01
8.816250763393873591e-02,8.462065441999432336e-01
5.508061147886390563e-01,3.567584710875529863e-01
8.877672377953942373e-01,2.256179802841259407e-01
9.890329681707373810e-01,5.865444896397583596e-01
3.707340231341117454e-01,1.230368856533581301e-01
7.181325153168816033e-01,3.296047441006876300e-01
8.280818075435866232e-01,2.627537884769777232e-01
4.354726571484668352e-02,1.509596798598189515e-02
6.733594251143811826e-01,3.716221578607731280e-01
4.933381772169092017e-01,7.523589037880938912e-01
4.513425242815434224e-01,2.310333785794728145e-01
8.216374596871918179e-01,9.976260396861924562e-01
1.410482882251750114e-01,7.058084639573448671e-01
2.061627359943505322e-01,9.946011427477515765e-01
1.464404283240894333e-02,4.636621072882448624e-01
8.935733890059548434e-01,9.402171407127704050e-01
5.893662944706089535e-01,7.336391276906503167e-01
2.342511497034395207e-01,8.009031493012108704e-01
4.873276669737561795e-01,9.781501460057170361e-01
8.570477173358193035e-01,9.636476788756986878e-01
2.949831342456409322e-01,1.507554454383921438e-01
8.254007639886810077e-01,7.931242056884703073e-01
1.592975534674266891e-01,9.109837743556231660e-01
4.426289778749518122e-01,9.473894340588667751e-01
4.739910867605947598e-01,7.740860258467249233e-01
1.929064568361660292e-02,1.579550078446236849e-01
3.394992043992415276e-01,6.585711580041164748e-02
4.025083433688869672e-02,6.971797323281118119e-01
4.437669607079981482e-01,6.454742080304433083e-01
