5.088035927137289915e-01,3.700535942788352184e-01
7.806753157986320302e-01,1.530085829964747957e-01
7.915084287084082071e-01,6.772828697434707390e-01
9.559649829178811231e-01,4.077340222018683846e-01
6.684744949474208386e-02,4.363978878779214421e-01
7.840284730890645370e-02,5.775620994656497365e-01
1.834417309172008403e-01,1.391597657646246322e-01
7.029318669659962993e-01,7.807919437244114080e-01
1.841214458428122036e-01,5.313524397789857190e-01
6.475675405946303975e-01,6.214946646857177903e-02
2.165862375016649466e-01,8.450091365014101852e-01
4.913820855920184583e-01,5.421654026385502867e-03
5.611437060931478982e-03,3.778445313393519189e-02
6.955983506598513166e-01,1.972223340213038467e-01
5.563952783615412345e-01,8.549801035148001382e-01
6.406873163332327259e-03,5.088365015328384366e-01
5.498726822350815668e-01,6.760058456687181305e-01
4.817135304512893956e-01,7.658071195285937049e-01
1.755837952635213028e-01,5.017239580152759171e-01
5.260639648261986601e-01,4.188186057061474843e-01
